source,city,price_raw,area_raw,location_raw,detail_url,list_id,category_name,crawl_page,crawl_ts,Gia,GiaText,dienTich,chieuNgang,chieuDai,Phongngu,PhongTam,SoTang,Loai,GiayTo,TinhTrangNoiThat,Phuong,Quan,DiaChi
chotot,Ha Noi,"19,8 tỷ",50.0,"Phường Láng Thượng, Ha Noi",https://cdn.chotot.com/Z4h1aUo9xoKjjsvboE08t0y6Xg8_I47PSkU3IuiaE2k/preset:listing/plain/f5f0e9ce93a188250dd50e636b811a1d-2978851007970569142.webp,131673394,Nhà ở,1,2026-05-01 18:14:13.228010+07:00,19800000000.0,"19,8 tỷ",50.0,,,6.0,,,"Nhà ngõ, hẻm",,,Phường Láng Thượng,Quận Đống Đa,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
chotot,Ha Noi,"6,35 tỷ",45.0,"Xã Hữu Hoà, Ha Noi",https://cdn.chotot.com/lTbplm1RmWfuOE6xkHLdeftG3l-XZHL8Qbu2VxZgWaQ/preset:listing/plain/1f63a0cfeeb5982af24ed29761524b87-2972754991003129424.webp,130840917,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,6350000000.0,"6,35 tỷ",45.0,,,4.0,,,"Nhà mặt phố, mặt tiền",,,Xã Hữu Hoà,Huyện Thanh Trì,"Hữu lê, Xã Hữu Hoà, Huyện Thanh Trì, Hà Nội"
chotot,Ha Noi,6 tỷ,36.0,"Phường Hà Cầu, Ha Noi",https://cdn.chotot.com/2mDbOH9nNOXUNCDip0jto_N41T_--X9YZ7ktkhEaWN4/preset:listing/plain/d94596b5b6997bdc4bdccd028392512f-2970586862210024736.webp,130728190,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,6000000000.0,6 tỷ,36.0,,,4.0,,,"Nhà ngõ, hẻm",,,Phường Hà Cầu,Quận Hà Đông,"Bà triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
chotot,Ha Noi,"6,2 tỷ",34.0,"Phường Kiến Hưng, Ha Noi",https://cdn.chotot.com/STnLUpXg9zds-3dOz0lR6-18MnZuhP2I2dwk8O9mZSU/preset:listing/plain/3a41b28530df2e1d0c27bfc173913ed2-2963508828625435053.webp,129837573,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,6200000000.0,"6,2 tỷ",34.0,,,3.0,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,Phường Kiến Hưng,Quận Hà Đông,"Đường Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
chotot,Ha Noi,"6,2 tỷ",36.0,"Phường Hà Cầu, Ha Noi",https://cdn.chotot.com/3Bn0lJNTz47kvy2yYEFIT2PXNcurPRc8rLIDjSln5mU/preset:listing/plain/89fef86c36e464126cca6d4e875a2191-2978020900829943511.webp,131563048,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,6200000000.0,"6,2 tỷ",36.0,,,3.0,,,"Nhà mặt phố, mặt tiền",,,Phường Hà Cầu,Quận Hà Đông,"Phố Lê Lợi, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
chotot,Ha Noi,"28,8 tỷ",78.0,"Phường Phú Thượng, Ha Noi",https://cdn.chotot.com/TbyfcVnkz5I1T8r2h7goMxSrfeLSBSlbVzMIFzy0WJU/preset:listing/plain/bf4591e028591480251941010f8c18fc-2978020077374167688.webp,131562857,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,28800000000.0,"28,8 tỷ",78.0,,,4.0,,,"Nhà mặt phố, mặt tiền",,,Phường Phú Thượng,Quận Tây Hồ,"Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"
chotot,Ha Noi,"15,5 tỷ",45.0,"Phường Văn Quán, Ha Noi",https://cdn.chotot.com/uIHEUN3PZ_OMoVN8i56FvEkrG54-NsclM0HqHpaDyJY/preset:listing/plain/b5b018cb9c698950bc799dda59a3e39a-2978830039496349399.webp,131668486,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,15500000000.0,"15,5 tỷ",45.0,4.0999,11.0,2.0,2.0,2.0,Nhà phố liền kề,Đã có sổ,,Phường Văn Quán,Quận Hà Đông,"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội"
chotot,Ha Noi,7 tỷ,45.0,"Xã An Khánh, Ha Noi",https://cdn.chotot.com/35J8GzDeB5e6CT_5d7UiE4pbxAdiFrFOwTzNV4RoxEE/preset:listing/plain/cb43b45649a2922f942f574327277bbd-2982212921110095495.webp,132121348,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,7000000000.0,7 tỷ,45.0,,,4.0,4.0,,"Nhà ngõ, hẻm",,,Xã An Khánh,Huyện Hoài Đức,"Đường An Khánh, Xã An Khánh, Huyện Hoài Đức, Hà Nội"
chotot,Ha Noi,"5,79 tỷ",30.0,"Phường Dương Nội, Ha Noi",https://cdn.chotot.com/YSq-FmnrNilepYhfk3BwI7D6WpG0N9IbHHtTjFRL3pU/preset:listing/plain/61b00be89e015582faaf1606c19e5a31-2982203198983583360.webp,132120009,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,5790000000.0,"5,79 tỷ",30.0,43.0,71.0,3.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất đầy đủ,Phường Dương Nội,Quận Hà Đông,"Lê Văn Lương, Phường Dương Nội, Quận Hà Đông, Hà Nội"
chotot,Ha Noi,"6,89 tỷ",26.0,"Phường Khương Thượng, Ha Noi",https://cdn.chotot.com/KxBNoqecbBcj1KeN-Y8u4X6ZUdOYgJ5tcd2qYYlDqJ0/preset:listing/plain/f21dd84702c4de850354b22bff7a8e8c-2975222441750563331.webp,131164842,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,6890000000.0,"6,89 tỷ",26.0,3.4,,3.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Nội thất cao cấp,Phường Khương Thượng,Quận Đống Đa,"Ngã Tư Sở, Phường Khương Thượng, Quận Đống Đa, Hà Nội"
chotot,Ha Noi,"15,9 tỷ",50.0,"Phường Xuân Đỉnh, Ha Noi",https://cdn.chotot.com/tqYQIGvDreC6VJtrnURhX_dd6_MdHd_Nb8ugDQ7V3U8/preset:listing/plain/0cb3271dddfc4ed102a4b726bcf31f86-2978018312732741057.webp,131562493,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,15900000000.0,"15,9 tỷ",50.0,,,5.0,,,"Nhà mặt phố, mặt tiền",,,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,"Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"
chotot,Ha Noi,"10,6 tỷ",45.0,"Phường Hoàng Văn Thụ, Ha Noi",https://cdn.chotot.com/UQDOhyoWVpkyzFMhRMpAPZH-Bs4Db5zYD54OPj_MjNM/preset:listing/plain/f8d4d22bfb19499f46fb4f17086080fb-2982165205682828928.webp,132114722,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,10600000000.0,"10,6 tỷ",45.0,,,8.0,5.0,6.0,"Nhà ngõ, hẻm",Đã có sổ,,Phường Hoàng Văn Thụ,Quận Hoàng Mai,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
chotot,Ha Noi,15 tỷ,50.0,"Phường Kiến Hưng, Ha Noi",https://cdn.chotot.com/3B7D5-nWlkVzqCo-i-Fzv5B8CF4n4u19W0nOgt-slRg/preset:listing/plain/577dd3d2b1604c0df4455f01064e2980-2982365830722391939.webp,132134129,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,15000000000.0,15 tỷ,50.0,4.0,12.0,6.0,4.0,4.0,Nhà phố liền kề,Đã có sổ,Hoàn thiện cơ bản,Phường Kiến Hưng,Quận Hà Đông,"Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
chotot,Ha Noi,"1,15 tỷ",16.0,"Phường Lĩnh Nam, Ha Noi",https://cdn.chotot.com/vulSqTpf5KkxCnNB4TzDw9lgyM0rut5FBlD9Ne1LF-4/preset:listing/plain/7bc8c036642691475ba9dc657b905b2e-2978854334040541813.webp,131674636,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,1150000000.0,"1,15 tỷ",16.0,3.0,5.5,2.0,1.0,2.0,"Nhà ngõ, hẻm",Không có sổ,Nội thất đầy đủ,Phường Lĩnh Nam,Quận Hoàng Mai,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội"
chotot,Ha Noi,7 tỷ,41.0,"Phường Đại Mỗ, Ha Noi",https://cdn.chotot.com/jFbmzcucqxqVJ7o3t00ik96_mTEmrhEdi6Cxakbt0QY/preset:listing/plain/5c8e72ff66b5abb7b58e477606cb7a6d-2973617947495103906.webp,130944722,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,7000000000.0,7 tỷ,41.0,,,4.0,3.0,,"Nhà ngõ, hẻm",,,Phường Đại Mỗ,Quận Nam Từ Liêm,"Phố Ngọc Trục, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội"
chotot,Ha Noi,13 tỷ,48.0,"Phường Mễ Trì, Ha Noi",https://cdn.chotot.com/GPzFJ5n3OiO9md8eKGSbYmZ0_5tbVE9_nbCSlTcBTiQ/preset:listing/plain/fb95ce4c0c9ac6c4b54a3070a9ac03d8-2982173310276351616.webp,132115586,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,13000000000.0,13 tỷ,48.0,3.5,,10.0,,6.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất đầy đủ,Phường Mễ Trì,Quận Nam Từ Liêm,"Ngõ 230 Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
chotot,Ha Noi,"36,45 tỷ",78.0,"Phường Mỹ Đình 1, Ha Noi",https://cdn.chotot.com/FGirPlZwIvs7teT425pbYmCdt_HWSiNcRB8a6Q0nzG4/preset:listing/plain/dbcf021b4f2033d9f053ae98ddb26066-2966846964147546652.webp,130275051,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,36450000000.0,"36,45 tỷ",78.0,19.0,,6.0,7.0,5.0,Nhà phố liền kề,Đã có sổ,Nội thất đầy đủ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,"Phố Đỗ Đình Thiện, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
chotot,Ha Noi,15 tỷ,53.0,"Phường Xuân La, Ha Noi",https://cdn.chotot.com/MzJKYP0glMuLExrImTc3maQhMd2L-mqIPOwyMbPGzNA/preset:listing/plain/e5d9fa3e3651de14dca1a7c08c0b8e52-2977875737250900282.webp,131561954,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,15000000000.0,15 tỷ,53.0,,,7.0,,7.0,"Nhà ngõ, hẻm",,,Phường Xuân La,Quận Tây Hồ,"Ngõ 38 Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
chotot,Ha Noi,17 tỷ,41.0,"Phường Xuân Đỉnh, Ha Noi",https://cdn.chotot.com/eLw-6cbfzJDfB4DrbDZF8PbP1sm_HCdpKK1MCyo5mUI/preset:listing/plain/88a842cad0ce58e81b46ef20cb760166-2978015635020928727.webp,131561944,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,17000000000.0,17 tỷ,41.0,,,4.0,5.0,6.0,"Nhà mặt phố, mặt tiền",,,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,"Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"
chotot,Ha Noi,"4,5 tỷ",55.0,"Phường Cửa Nam, Ha Noi",https://cdn.chotot.com/e_0bcfMB_CDzYZx5_m88YP8ZsbWnaT-88s1Dsou6_2Q/preset:listing/plain/4ee9848c60dfcd673ca49af56886a9a0-2978851292849561119.webp,131674227,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,4500000000.0,"4,5 tỷ",55.0,4.0,13.0,3.0,1.0,1.0,Nhà phố liền kề,Đã có sổ,,Phường Cửa Nam,Quận Hoàn Kiếm,"Phùng Hưng, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội"
chotot,Ha Noi,"2,6 tỷ",16.0,"Phường Văn Chương, Ha Noi",https://cdn.chotot.com/y1dJim3DtUX4V5bp-ks1JbDv4uaG2zQBxPjjmGlyEO8/preset:listing/plain/f4a5c7e5c0bcb0552ac5c5152a8e34c9-2969497170907045487.webp,130645491,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,2600000000.0,"2,6 tỷ",16.0,4.3,3.0,3.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,,Phường Văn Chương,Quận Đống Đa,"Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội"
chotot,Ha Noi,9 tỷ,35.0,"Phường Ngọc Lâm, Ha Noi",https://cdn.chotot.com/FaDWpgdhnBnaP0dOKTlfuLfuhy9b6EqHz9yrinQr-6U/preset:listing/plain/69e2c9736b5c5afd79fc445f32776015-2962027697032922942.webp,129628407,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,9000000000.0,9 tỷ,35.0,350.0,10.0,3.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,,Phường Ngọc Lâm,Quận Long Biên,"Phố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
chotot,Ha Noi,9 tỷ,70.0,"Phường Tây Mỗ, Ha Noi",https://cdn.chotot.com/6EqQNy-cw6WAuEhw0UMh7eXEGufVrIkC3p2DWAgzqZA/preset:listing/plain/b1dd50d9224fb17d1655e8d44124f552-2974212001637466032.webp,131028008,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,9000000000.0,9 tỷ,70.0,,,4.0,4.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Nội thất cao cấp,Phường Tây Mỗ,Quận Nam Từ Liêm,"Đường Hữu Hưng, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội"
chotot,Ha Noi,"7,7 tỷ",45.0,"Phường Đại Mỗ, Ha Noi",https://cdn.chotot.com/l74vWHr6awt8No00W2mht7LUEI0BfqNRfkDsxpT9BnU/preset:listing/plain/d3b37d2d91b8944c8e4fcd9a7e6ab8d1-2982200909479294592.webp,132119634,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,7700000000.0,"7,7 tỷ",45.0,4.0,10.0,6.0,6.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Nội thất đầy đủ,Phường Đại Mỗ,Quận Nam Từ Liêm,"Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội"
chotot,Ha Noi,"2,95 tỷ",47.0,"Phường Định Công, Ha Noi",https://cdn.chotot.com/HzAnZi9tV7lMx0f-WC-ZesQwTRKsD94KW1DOn8aqTFs/preset:listing/plain/b1ca12011a2b77148f36f3ac2980d17a-2982195878292960896.webp,132118932,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,2950000000.0,"2,95 tỷ",47.0,,,2.0,2.0,,"Nhà ngõ, hẻm",,,Phường Định Công,Quận Hoàng Mai,"Ngõ 230 Phố Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội"
chotot,Ha Noi,6 tỷ,55.0,"Xã An Khánh, Ha Noi",https://cdn.chotot.com/o2ld06YPDLu_X7ojWeDSx5Puq22JytSInIRSuTLdo40/preset:listing/plain/01d3440dbc886b91153a4c1823cb737a-2982214953568450176.webp,132121621,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,6000000000.0,6 tỷ,55.0,,,5.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,,Xã An Khánh,Huyện Hoài Đức,"Đường An Khánh, Xã An Khánh, Huyện Hoài Đức, Hà Nội"
chotot,Ha Noi,"7,4 tỷ",30.0,"Xã Thanh Liệt, Ha Noi",https://cdn.chotot.com/kqYxl4GjjW3-xHHyO_3Kcdk1H9CuEZBWXc6AAr-GODQ/preset:listing/plain/ea073d8c21e9905dd320132b55040cbd-2966862817994419096.webp,117551544,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,7400000000.0,"7,4 tỷ",30.0,4.0,7.5,3.0,3.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất cao cấp,Xã Thanh Liệt,Huyện Thanh Trì,"Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội"
chotot,Ha Noi,6 tỷ,35.0,"Xã An Khánh, Ha Noi",https://cdn.chotot.com/KVeMkHqmoSt_N0pNDNyhGdYFMfLk2YtmjMKkoy1Pzls/preset:listing/plain/b29daacb992ed84a4c8ce7d5deabd9fd-2982211538763527808.webp,132121153,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,6000000000.0,6 tỷ,35.0,,,5.0,,,"Nhà mặt phố, mặt tiền",,,Xã An Khánh,Huyện Hoài Đức,"Đường An Khánh, Xã An Khánh, Huyện Hoài Đức, Hà Nội"
chotot,Ha Noi,5 tỷ,28.0,"Phường Vĩnh Hưng, Ha Noi",https://cdn.chotot.com/XHsCLUilUpLHK2n9siJ6h-3av_v5h6Z6HoDdpGyE9as/preset:listing/plain/a097c5fe07eb899c14c5e49c637dfee1-2973049989668275458.webp,128762156,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,5000000000.0,5 tỷ,28.0,,,3.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Nội thất đầy đủ,Phường Vĩnh Hưng,Quận Hoàng Mai,"Tây Trà, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội"
chotot,Ha Noi,"7,5 tỷ",42.0,"Phường Khương Đình, Ha Noi",https://cdn.chotot.com/tKPZ5ELfDvGIdyRUD6rg5husMiLmllL_GKr9pRReY9g/preset:listing/plain/941317a28850a5ac0142d791a2657b47-2973629578291951811.webp,130947533,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,7500000000.0,"7,5 tỷ",42.0,,,4.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất đầy đủ,Phường Khương Đình,Quận Thanh Xuân,"Phố Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
chotot,Ha Noi,"7,31 tỷ",36.0,"Phường Khương Đình, Ha Noi",https://cdn.chotot.com/KfXPwGcAumulr2wP01C2tfeuB-4ukwBXLX5SvHbJFgo/preset:listing/plain/24960fc1fa319cef24b1037200d4d0ac-2973631117827619011.webp,130947971,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,7310000000.0,"7,31 tỷ",36.0,,,4.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất đầy đủ,Phường Khương Đình,Quận Thanh Xuân,"Phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
chotot,Ha Noi,"7,91 tỷ",40.0,"Phường Khương Đình, Ha Noi",https://cdn.chotot.com/aYnrj_EIsm6JD1r-5cNGEx5BnRk1osoQA3nOWQfVpQg/preset:listing/plain/fa313be08284d108bb48ccd4e7c079df-2973632336659724483.webp,130948311,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,7910000000.0,"7,91 tỷ",40.0,,,4.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất đầy đủ,Phường Khương Đình,Quận Thanh Xuân,"Phố Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
chotot,Ha Noi,"17,6 tỷ",52.0,"Phường Long Biên, Ha Noi",https://cdn.chotot.com/IkQ30ips4B3dd4eMV7GvknHlVcIyeI9p4_S86oKKWHI/preset:listing/plain/9ce7009267fb848f530100746b61c33a-2973369856429675198.webp,130919547,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,17600000000.0,"17,6 tỷ",52.0,,,4.0,,6.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Nội thất cao cấp,Phường Long Biên,Quận Long Biên,"Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội"
chotot,Ha Noi,"9,6 tỷ",30.0,"Phường Định Công, Ha Noi",https://cdn.chotot.com/cEbW0oKcf7FxgND8slPdHe0uMc3uMrNrAl9WJ6xZ5ic/preset:listing/plain/e1cebce7c809abe81814636156ecb2d4-2982352790218225280.webp,132132601,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,9600000000.0,"9,6 tỷ",30.0,,,3.0,,5.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất cao cấp,Phường Định Công,Quận Hoàng Mai,"Kim Ngưu, Phường Định Công, Quận Hoàng Mai, Hà Nội"
chotot,Ha Noi,"6,5 tỷ",30.6,"Phường Long Biên, Ha Noi",https://cdn.chotot.com/i0Fobro8tjeuIEybsNuTSx-UgK9PnIgG6f14Zloas1A/preset:listing/plain/5f3de3adcee9cfaf664af15617a56a2d-2969159726017837601.webp,130571107,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,6500000000.0,"6,5 tỷ",30.6,7.0,4.3,3.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất đầy đủ,Phường Long Biên,Quận Long Biên,"Đường Nguyễn Văn Linh, Phường Long Biên, Quận Long Biên, Hà Nội"
chotot,Ha Noi,"25,9 tỷ",73.0,"Phường Nhật Tân, Ha Noi",https://cdn.chotot.com/926jaGzbV6dilfGZkiZ-ZFTEWfuVA4tO-0lsHjNFVBk/preset:listing/plain/5d2c8e43df4746c8bb81191cf0886835-2982206292057667200.webp,132120758,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,25900000000.0,"25,9 tỷ",73.0,4.05,18.0,6.0,,5.0,"Nhà ngõ, hẻm",Đã có sổ,,Phường Nhật Tân,Quận Tây Hồ,"Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
chotot,Ha Noi,109 tỷ,115.0,"Phường Phố Huế, Ha Noi",https://cdn.chotot.com/WUkK4ScVAUMDa6fgyWybqMgdVWt8_3eFUZmC9w9e5_c/preset:listing/plain/89dcc0f74177fa74f5caecf29f897154-2982042768493960427.webp,132103145,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,109000000000.0,109 tỷ,115.0,6.1999,19.0,6.0,6.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,,Phường Phố Huế,Quận Hai Bà Trưng,"Phù Đổng Thiên Vương, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội"
chotot,Ha Noi,"8,4 tỷ",50.0,"Phường Hoàng Văn Thụ, Ha Noi",https://cdn.chotot.com/eAxV3l3knpzbGPdI2bSh0A9SO6AXvrIZYfycPzqthZg/preset:listing/plain/dffe9bdbbb0c9c93679df355d22a41af-2978002511063570135.webp,131558588,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,8400000000.0,"8,4 tỷ",50.0,,,4.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,,Phường Hoàng Văn Thụ,Quận Hoàng Mai,"Đường Đền Lừ 2, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
chotot,Ha Noi,"8,8 tỷ",30.0,"Phường Trung Liệt, Ha Noi",https://cdn.chotot.com/dW96exL58Bt2W00rDD2JViCBsjvcYGZ7jv688ru7dU0/preset:listing/plain/4bbd3cae47a53293ca5883a07616b634-2978001383232526039.webp,131558437,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,8800000000.0,"8,8 tỷ",30.0,,,3.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Nội thất đầy đủ,Phường Trung Liệt,Quận Đống Đa,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
chotot,Ha Noi,"9,88 tỷ",31.0,"Phường Bạch Mai, Ha Noi",https://cdn.chotot.com/NXAomQOUwebQBp7lG2MoFZ_o0iAlST0BJ6dtQ7Xpm8w/preset:listing/plain/81603ef9c0baa8ed6467afcc1904df62-2982028008643550443.webp,132099512,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,9880000000.0,"9,88 tỷ",31.0,3.0,,3.0,5.0,6.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất cao cấp,Phường Bạch Mai,Quận Hai Bà Trưng,"Trần Đại Nghĩa, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
chotot,Ha Noi,7 tỷ,33.0,"Phường Thanh Lương, Ha Noi",https://cdn.chotot.com/hnat8t2R4CJcb2qLzeNPnbgt_xprRpPaBr1BQuwxRtw/preset:listing/plain/eb7763c62dd6091eca55b9831600b7ad-2974641233958863868.webp,131080406,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,7000000000.0,7 tỷ,33.0,4.5,7.3,4.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất cao cấp,Phường Thanh Lương,Quận Hai Bà Trưng,"Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội"
chotot,Ha Noi,"6,6 tỷ",38.0,"Phường Thanh Xuân Bắc, Ha Noi",https://cdn.chotot.com/X_9mgjizoK3SDDCmI4zg8Yz6ShcWvtCmoqKdcLjhiSs/preset:listing/plain/bbe98f387ce325b4c3f7ac24588e3b88-2978000922974966933.webp,131558215,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,6600000000.0,"6,6 tỷ",38.0,,,3.0,2.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,,Phường Thanh Xuân Bắc,Quận Thanh Xuân,"Phùng khoang , Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
chotot,Ha Noi,750 triệu,40.0,"Xã Tả Thanh Oai, Ha Noi",https://cdn.chotot.com/89eAEmDh_g4DhsCT8OvqbZnk8J4hOID1K540r3X6k7M/preset:listing/plain/d3e19dd8b42161c5901003f754032b68-2982170747771257408.webp,132115205,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,750000000.0,750 triệu,40.0,4.0,10.0,2.0,2.0,2.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,Xã Tả Thanh Oai,Huyện Thanh Trì,"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội"
chotot,Ha Noi,9 tỷ,45.0,"Phường Tây Mỗ, Ha Noi",https://cdn.chotot.com/BamoLCGDaepHgN-VqRE5Kx47sugkS1FKlchq5Bqoso8/preset:listing/plain/1dd37e6e5be5290f5abe15349dce93d0-2982215450131758631.webp,132121690,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,9000000000.0,9 tỷ,45.0,,,5.0,,,"Nhà mặt phố, mặt tiền",,,Phường Tây Mỗ,Quận Nam Từ Liêm,"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội"
chotot,Ha Noi,"8,5 tỷ",35.0,"Phường Đồng Tâm, Ha Noi",https://cdn.chotot.com/WQ45GJRhlEJv1oTm-kWNbyVLNyPglKUQpsZRccgJ6eM/preset:listing/plain/0c8fa180d6912a8f705db096062fc6e8-2977998878654956522.webp,131557707,Nhà ở,1,2026-05-01 18:14:13.230619+07:00,8500000000.0,"8,5 tỷ",35.0,4.0,9.0,3.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Nội thất đầy đủ,Phường Đồng Tâm,Quận Hai Bà Trưng,"trần đại nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
