rule_group,field,condition,n_group,n_baseline,median_group_gia_m2,median_baseline_gia_m2,raw_diff_pct,suggested_rule_pct_70
chat_luong_tai_san,dienTich,<40,62,151,228640350.87719297,231666666.66666663,-1.306323362362728,-0.9144263536539095
chat_luong_tai_san,dienTich,>=80,45,151,277777777.7777778,231666666.66666663,19.904076738609138,13.932853717026395
phap_ly,GiayTo,da co so,209,49,236000000.0,256944444.44444445,-8.151351351351352,-5.705945945945945
vi_tri,Loai,mat tien,52,206,298125000.0,228646912.556983,30.386628302143286,21.2706398115003
vi_tri,Loai,ngo hem,184,74,220483870.96774194,295625000.0,-25.417718065880106,-17.792402646116074
vi_tri,Phuong,phuong long bien,60,198,243784153.00546446,236000000.0,3.298369917569689,2.308858942298782
